Start,Day of week,Energy,Week Day,Year,Month,Day of month
2017-01-09 00:00:00,1,26.510645161290324,1,2017,1,9
2017-01-09 01:00:00,1,39.237096774193546,1,2017,1,9
2017-01-09 02:00:00,1,20.142258064516128,1,2017,1,9
2017-01-09 03:00:00,1,0.0,1,2017,1,9
2017-01-09 04:00:00,1,0.0,1,2017,1,9
2017-01-09 05:00:00,1,9.304615384615385,1,2017,1,9
2017-01-09 06:00:00,1,17.095384615384617,1,2017,1,9
2017-01-09 07:00:00,1,16.73440215716487,1,2017,1,9
2017-01-09 08:00:00,1,10.554505369244387,1,2017,1,9
2017-01-09 09:00:00,1,43.6774258333538,1,2017,1,9
2017-01-09 10:00:00,1,73.2508743404855,1,2017,1,9
2017-01-09 11:00:00,1,50.74050276460381,1,2017,1,9
2017-01-09 12:00:00,1,68.12439560199705,1,2017,1,9
2017-01-09 13:00:00,1,64.71495372882353,1,2017,1,9
2017-01-09 14:00:00,1,86.51886790835573,1,2017,1,9
2017-01-09 15:00:00,1,50.62752275784353,1,2017,1,9
2017-01-09 16:00:00,1,82.9923065984128,1,2017,1,9
2017-01-09 17:00:00,1,46.78513509657776,1,2017,1,9
2017-01-09 18:00:00,1,41.462490082519494,1,2017,1,9
2017-01-09 19:00:00,1,25.232254124254123,1,2017,1,9
2017-01-09 20:00:00,1,34.2399117730096,1,2017,1,9
2017-01-09 21:00:00,1,65.99245186335403,1,2017,1,9
2017-01-09 22:00:00,1,33.32724924012158,1,2017,1,9
2017-01-09 23:00:00,1,28.77775075987842,1,2017,1,9
2017-01-10 00:00:00,2,29.855843658481643,1,2017,1,10
2017-01-10 01:00:00,2,88.04998314063761,1,2017,1,10
2017-01-10 02:00:00,2,89.89863952212428,1,2017,1,10
2017-01-10 03:00:00,2,71.79274276292968,1,2017,1,10
2017-01-10 04:00:00,2,89.75291413057275,1,2017,1,10
2017-01-10 05:00:00,2,20.23782673148535,1,2017,1,10
2017-01-10 06:00:00,2,55.199521773379146,1,2017,1,10
2017-01-10 07:00:00,2,27.147768437543046,1,2017,1,10
2017-01-10 08:00:00,2,43.33715317780279,1,2017,1,10
2017-01-10 09:00:00,2,33.1624737946859,1,2017,1,10
2017-01-10 10:00:00,2,27.381914087078865,1,2017,1,10
2017-01-10 11:00:00,2,26.020789051963117,1,2017,1,10
2017-01-10 12:00:00,2,57.61880414307966,1,2017,1,10
2017-01-10 13:00:00,2,50.99534698586756,1,2017,1,10
2017-01-10 14:00:00,2,75.96737471951947,1,2017,1,10
2017-01-10 15:00:00,2,89.81712762876634,1,2017,1,10
2017-01-10 16:00:00,2,83.60573392888234,1,2017,1,10
2017-01-10 17:00:00,2,77.01335490992867,1,2017,1,10
2017-01-10 18:00:00,2,45.84366311977592,1,2017,1,10
2017-01-10 19:00:00,2,44.78791729495707,1,2017,1,10
2017-01-10 20:00:00,2,33.04768938205251,1,2017,1,10
2017-01-10 21:00:00,2,40.96341761848627,1,2017,1,10
2017-01-10 22:00:00,2,37.5202371541502,1,2017,1,10
2017-01-10 23:00:00,2,41.3897628458498,1,2017,1,10
2017-01-11 00:00:00,3,21.519138655462186,1,2017,1,11
2017-01-11 01:00:00,3,38.970861344537816,1,2017,1,11
