Day of week,Energy,Week Day,Year,Month,Day of month,Hour,Sum,Seasonal,Trend,Residual
5.0,2.655963116143467,1.0,2020.0,9.0,25.0,5.0,39.71342276280687,-18.650105377492903,60.3653440515812,-39.05927555794483
5.0,2.655963116143467,1.0,2020.0,9.0,25.0,6.0,42.36938587895033,-19.224839361693558,60.50409418105461,-38.62329170321759
5.0,5.200854393581738,1.0,2020.0,9.0,25.0,7.0,47.570240272532075,-17.546253249419475,60.341523101282846,-36.58550845703894
5.0,114.40386441476089,1.0,2020.0,9.0,25.0,8.0,161.97410468729296,14.748746451993524,60.03182594419146,59.13242688912317
5.0,191.2111719212899,1.0,2020.0,9.0,25.0,9.0,353.18527660858285,51.89408197175536,60.00490843831882,101.25833636190052
5.0,156.40334234643734,1.0,2020.0,9.0,25.0,10.0,509.5886189550202,48.85815624601889,60.38291871341817,108.0671204531634
5.0,121.5578200700346,1.0,2020.0,9.0,25.0,11.0,631.1464390250547,33.55440660776646,60.93630902459279,93.65917550607085
5.0,110.08707193001179,1.0,2020.0,9.0,25.0,12.0,741.2335109550665,16.63717750807114,61.55444282894379,57.75110670145393
5.0,139.93648040428903,1.0,2020.0,9.0,25.0,13.0,881.1699913593557,15.005608988807632,61.94607649056755,62.98479492491385
5.0,97.22857385039002,1.0,2020.0,9.0,25.0,14.0,978.3985652097456,20.586710272858884,62.115290626255984,80.8916103757035
5.0,22.03184370195123,1.0,2020.0,9.0,25.0,15.0,1000.4304089116969,14.561133673182654,62.32471804183245,13.905001336085297
5.0,58.87465806251832,1.0,2020.0,9.0,25.0,16.0,1059.3050669742152,7.093185455175763,62.6315292499504,-10.85005664260784
5.0,25.22150112853311,1.0,2020.0,9.0,25.0,17.0,1084.5265681027483,-2.018976957456453,62.995510970721845,-35.75503288473228
5.0,27.164504390245355,1.0,2020.0,9.0,25.0,18.0,1111.6910724929937,-10.220827284062851,63.35949269149328,-51.34728934098143
5.0,27.308556990712894,1.0,2020.0,9.0,25.0,19.0,1138.9996294837065,-15.323485598532852,63.62060860651577,-46.18092189066448
5.0,35.182525764155066,1.0,2020.0,9.0,25.0,20.0,1174.1821552478616,-16.294409549980664,61.1031154114032,-41.865796837747915
5.0,9.20909549196154,1.0,2020.0,9.0,25.0,21.0,1183.3912507398231,-15.323699435396394,54.23385866850247,-29.701063741144537
5.0,44.21925632728175,1.0,2020.0,9.0,25.0,22.0,1227.610507067105,-14.86836813092588,45.53888498306968,-16.384964907049962
