Day of week,Energy,Week Day,Year,Month,Day of month,Sum
1.0,47.02000254719675,1.0,2017.0,1.0,9.0,1196.8260720389935
2.0,6.523448098954188,1.0,2017.0,1.0,10.0,6.523448098954188
2.0,8.037077995642646,1.0,2017.0,1.0,10.0,14.560526094596835
2.0,13.75378050679336,1.0,2017.0,1.0,10.0,28.314306601390193
2.0,8.198739235154122,1.0,2017.0,1.0,10.0,36.513045836544315
2.0,6.629708209264328,1.0,2017.0,1.0,10.0,43.142754045808644
2.0,6.103211072556717,1.0,2017.0,1.0,10.0,49.24596511836536
2.0,21.94660730413637,1.0,2017.0,1.0,10.0,71.19257242250173
2.0,24.317832623050766,1.0,2017.0,1.0,10.0,95.51040504555249
2.0,75.30653865725978,1.0,2017.0,1.0,10.0,170.81694370281227
2.0,80.47257519758837,1.0,2017.0,1.0,10.0,251.28951890040065
2.0,80.86285020523395,1.0,2017.0,1.0,10.0,332.1523691056346
2.0,46.57907490406312,1.0,2017.0,1.0,10.0,378.7314440096977
2.0,57.800561455605575,1.0,2017.0,1.0,10.0,436.5320054653033
2.0,54.95107534741861,1.0,2017.0,1.0,10.0,491.4830808127219
2.0,65.24922104554412,1.0,2017.0,1.0,10.0,556.732301858266
2.0,54.46571046813094,1.0,2017.0,1.0,10.0,611.1980123263969
2.0,59.94531993339958,1.0,2017.0,1.0,10.0,671.1433322597966
2.0,56.97100358708114,1.0,2017.0,1.0,10.0,728.1143358468777
2.0,54.771219174949145,1.0,2017.0,1.0,10.0,782.8855550218268
2.0,60.78305887359875,1.0,2017.0,1.0,10.0,843.6686138954256
2.0,38.24406796284201,1.0,2017.0,1.0,10.0,881.9126818582675
2.0,39.952467618569365,1.0,2017.0,1.0,10.0,921.8651494768369
2.0,25.507865463435586,1.0,2017.0,1.0,10.0,947.3730149402726
2.0,22.415180915741065,1.0,2017.0,1.0,10.0,969.7881958560135
3.0,9.203205018376995,1.0,2017.0,1.0,11.0,9.203205018376995
3.0,5.615802470023786,1.0,2017.0,1.0,11.0,14.81900748840078
3.0,3.5323771780299444,1.0,2017.0,1.0,11.0,18.351384666430725
3.0,2.7409490727358694,1.0,2017.0,1.0,11.0,21.092333739166595
3.0,3.239430680021081,1.0,2017.0,1.0,11.0,24.331764419187675
3.0,7.36458835884783,1.0,2017.0,1.0,11.0,31.696352778035504
3.0,19.65882474928851,1.0,2017.0,1.0,11.0,51.35517752732402
3.0,56.076070147581376,1.0,2017.0,1.0,11.0,107.43124767490539
3.0,40.87821366779603,1.0,2017.0,1.0,11.0,148.3094613427014
3.0,56.858664753232155,1.0,2017.0,1.0,11.0,205.1681260959336
3.0,98.53400009454803,1.0,2017.0,1.0,11.0,303.70212619048164
3.0,76.29153581753913,1.0,2017.0,1.0,11.0,379.99366200802075
3.0,88.28605616987566,1.0,2017.0,1.0,11.0,468.27971817789637
3.0,86.36235576358668,1.0,2017.0,1.0,11.0,554.6420739414831
3.0,87.97259262751565,1.0,2017.0,1.0,11.0,642.6146665689987
3.0,56.378497274544415,1.0,2017.0,1.0,11.0,698.9931638435431
3.0,66.27151765089927,1.0,2017.0,1.0,11.0,765.2646814944424
3.0,64.29453996309769,1.0,2017.0,1.0,11.0,829.5592214575402
3.0,68.20699202625761,1.0,2017.0,1.0,11.0,897.7662134837977
3.0,69.75760759813082,1.0,2017.0,1.0,11.0,967.5238210819285
3.0,70.7201839036445,1.0,2017.0,1.0,11.0,1038.244004985573
3.0,53.33687213091277,1.0,2017.0,1.0,11.0,1091.5808771164857
3.0,48.365697947408485,1.0,2017.0,1.0,11.0,1139.9465750638942
3.0,44.05169601707502,1.0,2017.0,1.0,11.0,1183.9982710809693
4.0,17.403531356204507,1.0,2017.0,1.0,12.0,17.403531356204507
4.0,5.42785852205886,1.0,2017.0,1.0,12.0,22.831389878263366
4.0,3.5889963196307195,1.0,2017.0,1.0,12.0,26.420386197894086
4.0,5.303231295749002,1.0,2017.0,1.0,12.0,31.72361749364309
4.0,4.955201490644264,1.0,2017.0,1.0,12.0,36.67881898428735
4.0,7.532535870562,1.0,2017.0,1.0,12.0,44.211354854849354
4.0,25.3018857102075,1.0,2017.0,1.0,12.0,69.51324056505685
4.0,23.045825238802774,1.0,2017.0,1.0,12.0,92.55906580385962
4.0,103.0304009420836,1.0,2017.0,1.0,12.0,195.58946674594324
4.0,109.28062641143757,1.0,2017.0,1.0,12.0,304.8700931573808
4.0,105.70960306162468,1.0,2017.0,1.0,12.0,410.5796962190055
4.0,84.95039988569977,1.0,2017.0,1.0,12.0,495.53009610470525
4.0,68.51696557811977,1.0,2017.0,1.0,12.0,564.047061682825
4.0,87.61967702741353,1.0,2017.0,1.0,12.0,651.6667387102385
4.0,76.67063434235838,1.0,2017.0,1.0,12.0,728.337373052597
4.0,51.49483042337312,1.0,2017.0,1.0,12.0,779.83220347597
4.0,85.04028525226738,1.0,2017.0,1.0,12.0,864.8724887282374
4.0,54.749804460802594,1.0,2017.0,1.0,12.0,919.62229318904
4.0,75.8919909795558,1.0,2017.0,1.0,12.0,995.5142841685959
4.0,61.0997637655774,1.0,2017.0,1.0,12.0,1056.6140479341732
4.0,73.98606924889914,1.0,2017.0,1.0,12.0,1130.6001171830724
4.0,45.789080533465935,1.0,2017.0,1.0,12.0,1176.3891977165383
4.0,41.72990884099628,1.0,2017.0,1.0,12.0,1218.1191065575345
4.0,33.965031318307744,1.0,2017.0,1.0,12.0,1252.0841378758423
5.0,4.975448722423553,1.0,2017.0,1.0,13.0,4.975448722423553
5.0,8.903891831187975,1.0,2017.0,1.0,13.0,13.879340553611527
5.0,4.802807841212009,1.0,2017.0,1.0,13.0,18.68214839482354
5.0,5.803833909521764,1.0,2017.0,1.0,13.0,24.485982304345303
5.0,0.0,1.0,2017.0,1.0,13.0,24.485982304345303
5.0,2.427,1.0,2017.0,1.0,13.0,26.912982304345302
5.0,11.425393074247124,1.0,2017.0,1.0,13.0,38.338375378592424
5.0,35.441655656416486,1.0,2017.0,1.0,13.0,73.7800310350089
5.0,74.71882697642363,1.0,2017.0,1.0,13.0,148.49885801143253
5.0,116.4823972471632,1.0,2017.0,1.0,13.0,264.98125525859575
5.0,107.60879651085791,1.0,2017.0,1.0,13.0,372.5900517694537
5.0,106.04105065362016,1.0,2017.0,1.0,13.0,478.6311024230738
5.0,64.02702859718985,1.0,2017.0,1.0,13.0,542.6581310202637
5.0,81.55474334903087,1.0,2017.0,1.0,13.0,624.2128743692946
5.0,74.34136786139922,1.0,2017.0,1.0,13.0,698.5542422306937
5.0,85.63620179784662,1.0,2017.0,1.0,13.0,784.1904440285404
5.0,53.798840117563394,1.0,2017.0,1.0,13.0,837.9892841461037
5.0,54.7968543902053,1.0,2017.0,1.0,13.0,892.7861385363091
5.0,85.77620861505022,1.0,2017.0,1.0,13.0,978.5623471513593
5.0,61.650883374497646,1.0,2017.0,1.0,13.0,1040.213230525857
5.0,45.28244303535394,1.0,2017.0,1.0,13.0,1085.4956735612109
5.0,57.529017370617126,1.0,2017.0,1.0,13.0,1143.024690931828
5.0,32.442699508739075,1.0,2017.0,1.0,13.0,1175.467390440567
5.0,45.669290873035585,1.0,2017.0,1.0,13.0,1221.1366813136026
6.0,11.867798336146638,0.0,2017.0,1.0,14.0,11.867798336146638
6.0,11.290149135566892,0.0,2017.0,1.0,14.0,23.15794747171353
6.0,6.143691919598191,0.0,2017.0,1.0,14.0,29.30163939131172
6.0,6.410396787740319,0.0,2017.0,1.0,14.0,35.71203617905204
6.0,7.574624006704433,0.0,2017.0,1.0,14.0,43.286660185756475
6.0,8.140071636341071,0.0,2017.0,1.0,14.0,51.426731822097544
6.0,6.727713055793758,0.0,2017.0,1.0,14.0,58.1544448778913
6.0,5.933571312929272,0.0,2017.0,1.0,14.0,64.08801619082057
6.0,30.14660934935206,0.0,2017.0,1.0,14.0,94.23462554017263
6.0,67.55508192000092,0.0,2017.0,1.0,14.0,161.78970746017356
6.0,77.88511953962468,0.0,2017.0,1.0,14.0,239.67482699979826
6.0,64.67442946756651,0.0,2017.0,1.0,14.0,304.34925646736474
6.0,53.47670642397052,0.0,2017.0,1.0,14.0,357.8259628913353
6.0,61.67993269226843,0.0,2017.0,1.0,14.0,419.5058955836037
6.0,56.221325214944564,0.0,2017.0,1.0,14.0,475.7272207985483
6.0,46.12901277405718,0.0,2017.0,1.0,14.0,521.8562335726054
6.0,52.47281478561067,0.0,2017.0,1.0,14.0,574.3290483582161
6.0,53.366051042849314,0.0,2017.0,1.0,14.0,627.6950994010655
6.0,58.07474238334645,0.0,2017.0,1.0,14.0,685.7698417844119
6.0,56.54873583252341,0.0,2017.0,1.0,14.0,742.3185776169353
6.0,45.24268376639942,0.0,2017.0,1.0,14.0,787.5612613833347
6.0,27.25086024994208,0.0,2017.0,1.0,14.0,814.8121216332768
6.0,66.30667341046096,0.0,2017.0,1.0,14.0,881.1187950437377
6.0,47.878003659521255,0.0,2017.0,1.0,14.0,928.996798703259
7.0,1.7463507718917297,0.0,2017.0,1.0,15.0,1.7463507718917297
7.0,7.622318464522207,0.0,2017.0,1.0,15.0,9.368669236413936
7.0,6.7217206370853955,0.0,2017.0,1.0,15.0,16.090389873499333
7.0,7.622318464522207,0.0,2017.0,1.0,15.0,23.71270833802154
7.0,6.621383388636878,0.0,2017.0,1.0,15.0,30.334091726658418
7.0,1.110327058216773,0.0,2017.0,1.0,15.0,31.44441878487519
7.0,5.465345928214147,0.0,2017.0,1.0,15.0,36.90976471308934
7.0,9.131772652940692,0.0,2017.0,1.0,15.0,46.04153736603003
7.0,16.677453087156245,0.0,2017.0,1.0,15.0,62.71899045318627
7.0,40.54209673651198,0.0,2017.0,1.0,15.0,103.26108718969826
7.0,24.407783629637517,0.0,2017.0,1.0,15.0,127.66887081933577
7.0,47.03907085106505,0.0,2017.0,1.0,15.0,174.70794167040083
7.0,41.88306556365405,0.0,2017.0,1.0,15.0,216.59100723405487
7.0,74.48519772606569,0.0,2017.0,1.0,15.0,291.07620496012055
7.0,45.55573951262279,0.0,2017.0,1.0,15.0,336.6319444727433
7.0,57.39107193744368,0.0,2017.0,1.0,15.0,394.02301641018704
7.0,45.89497492157767,0.0,2017.0,1.0,15.0,439.9179913317647
7.0,57.63244127725427,0.0,2017.0,1.0,15.0,497.55043260901897
7.0,48.53543092388554,0.0,2017.0,1.0,15.0,546.0858635329045
7.0,37.58511730112898,0.0,2017.0,1.0,15.0,583.6709808340335
7.0,66.45977011936397,0.0,2017.0,1.0,15.0,650.1307509533974
7.0,26.207607993809336,0.0,2017.0,1.0,15.0,676.3383589472068
7.0,68.25889452798178,0.0,2017.0,1.0,15.0,744.5972534751886
7.0,57.87812329768851,0.0,2017.0,1.0,15.0,802.4753767728771
1.0,6.901764967723932,1.0,2017.0,1.0,16.0,6.901764967723932
1.0,12.773798080175109,1.0,2017.0,1.0,16.0,19.67556304789904
1.0,5.618332358994156,1.0,2017.0,1.0,16.0,25.293895406893196
1.0,4.262891225201145,1.0,2017.0,1.0,16.0,29.55678663209434
1.0,4.262891225201145,1.0,2017.0,1.0,16.0,33.81967785729549
1.0,4.262891225201145,1.0,2017.0,1.0,16.0,38.08256908249663
1.0,6.397021933531684,1.0,2017.0,1.0,16.0,44.479591016028316
1.0,26.10886016983097,1.0,2017.0,1.0,16.0,70.58845118585928
1.0,59.34429727891011,1.0,2017.0,1.0,16.0,129.9327484647694
1.0,85.91956937446682,1.0,2017.0,1.0,16.0,215.8523178392362
1.0,61.362714465175685,1.0,2017.0,1.0,16.0,277.2150323044119
1.0,62.16116475200843,1.0,2017.0,1.0,16.0,339.3761970564203
1.0,83.11933608627561,1.0,2017.0,1.0,16.0,422.49553314269593
1.0,86.34934900306952,1.0,2017.0,1.0,16.0,508.84488214576544
1.0,77.6653824155363,1.0,2017.0,1.0,16.0,586.5102645613017
1.0,57.32813164002143,1.0,2017.0,1.0,16.0,643.8383962013232
1.0,58.00867633164651,1.0,2017.0,1.0,16.0,701.8470725329697
